system:time_start,LST_Day_1km
"Jan 1, 2014",-15.107
"Jan 2, 2014",-12.78
"Jan 3, 2014",-11.628
"Jan 4, 2014",-7.565
"Jan 5, 2014",-13.307
"Jan 6, 2014",-9.018
"Jan 7, 2014",-10.188
"Jan 8, 2014",-12.017
"Jan 9, 2014",-14.424
"Jan 10, 2014",-19.059
"Jan 11, 2014",-24.611
"Jan 12, 2014",-26.249
"Jan 13, 2014",-19.165
"Jan 14, 2014",-20.471
"Jan 15, 2014",-17.423
"Jan 16, 2014",-10.618
"Jan 17, 2014",-7.011
"Jan 18, 2014",-13.637
"Jan 19, 2014",-15.744
"Jan 20, 2014",-10.125
"Jan 21, 2014",-9.468
"Jan 22, 2014",-15.153
"Jan 23, 2014",-4.607
"Jan 24, 2014",-3.883
"Jan 25, 2014",-2.94
"Jan 26, 2014",-3.208
"Jan 27, 2014",-3.368
"Jan 28, 2014",-4.516
"Jan 29, 2014",-7.242
"Jan 30, 2014",-12.131
"Jan 31, 2014",-11.525
"Feb 1, 2014",-11.678
"Feb 2, 2014",-11.392
"Feb 3, 2014",-13.782
"Feb 4, 2014",-15.629
"Feb 5, 2014",-13.005
"Feb 6, 2014",-9.163
"Feb 7, 2014",-15.482
"Feb 8, 2014",-17.508
"Feb 9, 2014",-20.19
"Feb 10, 2014",-21.313
"Feb 11, 2014",-22.945
"Feb 12, 2014",-26.497
"Feb 13, 2014",-24.6
"Feb 14, 2014",-24.8
"Feb 15, 2014",-22.75
"Feb 16, 2014",-22.18
"Feb 17, 2014",-21.883
"Feb 18, 2014",-21.451
"Feb 19, 2014",-21.355
"Feb 20, 2014",-21.36
"Feb 21, 2014",-20.688
"Feb 22, 2014",-18.743
"Feb 23, 2014",-13.125
"Feb 24, 2014",-13.638
"Feb 25, 2014",-13.271
"Feb 26, 2014",-12.278
"Feb 27, 2014",-5.941
"Feb 28, 2014",-5.654
"Mar 1, 2014",-6.403
"Mar 2, 2014",-7.115
"Mar 3, 2014",-11.06
"Mar 4, 2014",-14.194
"Mar 5, 2014",-13.929
"Mar 6, 2014",-14.919
"Mar 7, 2014",-14.852
"Mar 8, 2014",-14.526
"Mar 9, 2014",-16.666
"Mar 10, 2014",-16.74
"Mar 11, 2014",-8.907
"Mar 12, 2014",-12.857
"Mar 13, 2014",-6.389
"Mar 14, 2014",-6.453
"Mar 15, 2014",-15.397
"Mar 16, 2014",-14.234
"Mar 17, 2014",-9.578
"Mar 18, 2014",-10.169
"Mar 19, 2014",-11.431
"Mar 20, 2014",-9.418
"Mar 21, 2014",-8.968
"Mar 22, 2014",-7.601
"Mar 23, 2014",-6.146
"Mar 24, 2014",-4.702
"Mar 25, 2014",-5.135
"Mar 26, 2014",-5.928
"Mar 27, 2014",-6.491
"Mar 28, 2014",-5.929
"Mar 29, 2014",-5.102
"Mar 30, 2014",-5.298
"Mar 31, 2014",-4.987
"Apr 1, 2014",-3.835
"Apr 2, 2014",-3.567
"Apr 3, 2014",-5.173
"Apr 4, 2014",-7.108
"Apr 5, 2014",-6.159
"Apr 6, 2014",-8.546
"Apr 7, 2014",-8.526
"Apr 8, 2014",-10.522
"Apr 9, 2014",-10.266
"Apr 10, 2014",-7.967
"Apr 11, 2014",-4.06
"Apr 12, 2014",-7.305
"Apr 13, 2014",-2.062
"Apr 14, 2014",-0.014
"Apr 15, 2014",0.574
"Apr 16, 2014",-0.586
"Apr 17, 2014",0.93
"Apr 18, 2014",1.046
"Apr 19, 2014",0.665
"Apr 20, 2014",2.973
"Apr 21, 2014",3.849
"Apr 22, 2014",4.797
"Apr 23, 2014",4.88
"Apr 24, 2014",4.624
"Apr 25, 2014",4.625
"Apr 26, 2014",4.232
"Apr 27, 2014",8.022
"Apr 28, 2014",8.966
"Apr 29, 2014",3.254
"Apr 30, 2014",6.054
"May 1, 2014",11.652
"May 2, 2014",13.27
"May 3, 2014",12.752
"May 4, 2014",9.461
"May 5, 2014",9.572
"May 6, 2014",11.172
"May 7, 2014",8.887
"May 8, 2014",9.334
"May 9, 2014",9.429
"May 10, 2014",14.397
"May 11, 2014",15.877
"May 12, 2014",15.79
"May 13, 2014",14.088
"May 14, 2014",14.235
"May 15, 2014",14.379
"May 16, 2014",17.897
"May 17, 2014",14.262
"May 18, 2014",7.983
"May 19, 2014",12.606
"May 20, 2014",12.46
"May 21, 2014",11.832
"May 22, 2014",15.618
"May 23, 2014",15.105
"May 24, 2014",13.182
"May 25, 2014",11.199
"May 26, 2014",13.385
"May 27, 2014",15.399
"May 28, 2014",14.514
"May 29, 2014",16.381
"May 30, 2014",10.998
"May 31, 2014",12.009
"Jun 1, 2014",10.814
"Jun 2, 2014",9.447
"Jun 3, 2014",15.678
"Jun 4, 2014",16.776
"Jun 5, 2014",16.964
"Jun 6, 2014",17.67
"Jun 7, 2014",18.955
"Jun 8, 2014",11.269
"Jun 9, 2014",11.655
"Jun 10, 2014",13.213
"Jun 11, 2014",10.923
"Jun 12, 2014",10.876
"Jun 13, 2014",12.346
"Jun 14, 2014",11.461
"Jun 15, 2014",12.631
"Jun 16, 2014",14.592
"Jun 17, 2014",14.834
"Jun 18, 2014",15.697
"Jun 19, 2014",18.473
"Jun 20, 2014",17.009
"Jun 21, 2014",21.653
"Jun 22, 2014",15.629
"Jun 23, 2014",16.065
"Jun 24, 2014",18.766
"Jun 25, 2014",21.652
"Jun 26, 2014",18.301
"Jun 27, 2014",19.753
"Jun 28, 2014",16.774
"Jun 29, 2014",19.056
"Jun 30, 2014",18.082
"Jul 1, 2014",16.837
"Jul 2, 2014",13.749
"Jul 3, 2014",19.888
"Jul 4, 2014",21.256
"Jul 5, 2014",25.601
"Jul 6, 2014",26.691
"Jul 7, 2014",15.781
"Jul 8, 2014",18.812
"Jul 9, 2014",16.02
"Jul 10, 2014",15.191
"Jul 11, 2014",15.904
"Jul 12, 2014",17.959
"Jul 13, 2014",15.305
"Jul 14, 2014",16.839
"Jul 15, 2014",13.742
"Jul 16, 2014",13.932
"Jul 17, 2014",16.898
"Jul 18, 2014",15.127
"Jul 19, 2014",9.313
"Jul 20, 2014",14.04
"Jul 21, 2014",17.597
"Jul 22, 2014",18.794
