system:time_start,LST_Day_1km
"Jan 1, 2011",-10.534
"Jan 2, 2011",-11.261
"Jan 3, 2011",-11.181
"Jan 4, 2011",-9.733
"Jan 5, 2011",-13.786
"Jan 6, 2011",-16.616
"Jan 7, 2011",-17.271
"Jan 8, 2011",-14.973
"Jan 9, 2011",-14.384
"Jan 10, 2011",-11.499
"Jan 11, 2011",-12.433
"Jan 12, 2011",-17.058
"Jan 13, 2011",-19.006
"Jan 14, 2011",-22.809
"Jan 15, 2011",-26.109
"Jan 16, 2011",-25.816
"Jan 17, 2011",-26.443
"Jan 18, 2011",-26.507
"Jan 19, 2011",-24.607
"Jan 20, 2011",-24.768
"Jan 21, 2011",-24.843
"Jan 22, 2011",-29.434
"Jan 23, 2011",-27.822
"Jan 24, 2011",-16.758
"Jan 25, 2011",-17.14
"Jan 26, 2011",-16.828
"Jan 27, 2011",-17.911
"Jan 28, 2011",-18.327
"Jan 29, 2011",-19.852
"Jan 30, 2011",-17.215
"Jan 31, 2011",-15.487
"Feb 1, 2011",-13.011
"Feb 2, 2011",-14.538
"Feb 3, 2011",-13.214
"Feb 4, 2011",-19.066
"Feb 5, 2011",-18.031
"Feb 6, 2011",-17.031
"Feb 7, 2011",-18.13
"Feb 8, 2011",-15.702
"Feb 9, 2011",-14.367
"Feb 10, 2011",-22.418
"Feb 11, 2011",-27.095
"Feb 12, 2011",-27.62
"Feb 13, 2011",-28.092
"Feb 14, 2011",-26.179
"Feb 15, 2011",-24.974
"Feb 16, 2011",-23.915
"Feb 17, 2011",-16.552
"Feb 18, 2011",-15.326
"Feb 19, 2011",-22.652
"Feb 20, 2011",-16.932
"Feb 21, 2011",-18.026
"Feb 22, 2011",-20.758
"Feb 23, 2011",-23.592
"Feb 24, 2011",-14.079
"Feb 25, 2011",-12.718
"Feb 26, 2011",-19.771
"Feb 27, 2011",-20.426
"Feb 28, 2011",-19.052
"Mar 1, 2011",-18.89
"Mar 2, 2011",-17.501
"Mar 3, 2011",-17.827
"Mar 4, 2011",-18.486
"Mar 5, 2011",-15.496
"Mar 6, 2011",-13.735
"Mar 7, 2011",-11.664
"Mar 8, 2011",-10.732
"Mar 9, 2011",-12.049
"Mar 10, 2011",-13.7
"Mar 11, 2011",-13.523
"Mar 12, 2011",-13.265
"Mar 13, 2011",-14.214
"Mar 14, 2011",-13.351
"Mar 15, 2011",-12.74
"Mar 16, 2011",-11.427
"Mar 17, 2011",-12.118
"Mar 18, 2011",-9.947
"Mar 19, 2011",-7.357
"Mar 20, 2011",-7.969
"Mar 21, 2011",-8.73
"Mar 22, 2011",-11.122
"Mar 23, 2011",-9.105
"Mar 24, 2011",-7.215
"Mar 25, 2011",-8.58
"Mar 26, 2011",-7.88
"Mar 27, 2011",-9.357
"Mar 28, 2011",-9.682
"Mar 29, 2011",-7.539
"Mar 30, 2011",-8.087
"Mar 31, 2011",-11.259
"Apr 1, 2011",-9.271
"Apr 2, 2011",-8.351
"Apr 3, 2011",-4.344
"Apr 4, 2011",-10.065
"Apr 5, 2011",-11.361
"Apr 6, 2011",-11.398
"Apr 7, 2011",-5.674
"Apr 8, 2011",-3.837
"Apr 9, 2011",-5.559
"Apr 10, 2011",-7.184
"Apr 11, 2011",-6.603
"Apr 12, 2011",-7.486
"Apr 13, 2011",-8.122
"Apr 14, 2011",-5.337
"Apr 15, 2011",-1.242
"Apr 16, 2011",-1.029
"Apr 17, 2011",-0.138
"Apr 18, 2011",0.237
"Apr 19, 2011",0.043
"Apr 20, 2011",-1.585
"Apr 21, 2011",-1.504
"Apr 22, 2011",-5.16
"Apr 23, 2011",-2.088
"Apr 24, 2011",0.587
"Apr 25, 2011",-2.671
"Apr 26, 2011",-0.342
"Apr 27, 2011",0.802
"Apr 28, 2011",0.959
"Apr 29, 2011",2.411
"Apr 30, 2011",0.966
"May 1, 2011",1.289
"May 2, 2011",2.009
"May 3, 2011",3.71
"May 4, 2011",1.565
"May 5, 2011",5.013
"May 6, 2011",1.737
"May 7, 2011",3.711
"May 8, 2011",5.699
"May 9, 2011",4.981
"May 10, 2011",2.565
"May 11, 2011",5.146
"May 12, 2011",7.476
"May 13, 2011",11.716
"May 14, 2011",8.487
"May 15, 2011",8.108
"May 16, 2011",7.783
"May 17, 2011",10.19
"May 18, 2011",11.095
"May 19, 2011",13.076
"May 20, 2011",11.032
"May 21, 2011",13.488
"May 22, 2011",14.154
"May 23, 2011",14.624
"May 24, 2011",18.892
"May 25, 2011",19.365
"May 26, 2011",21.286
"May 27, 2011",23.049
"May 28, 2011",21.358
"May 29, 2011",21.032
"May 30, 2011",20.276
"May 31, 2011",19.504
"Jun 1, 2011",15.978
"Jun 2, 2011",16.486
"Jun 3, 2011",13.708
"Jun 4, 2011",12.438
"Jun 5, 2011",11.864
"Jun 6, 2011",15.486
"Jun 7, 2011",15.198
"Jun 8, 2011",14.848
"Jun 9, 2011",14.311
"Jun 10, 2011",15.228
"Jun 11, 2011",14.826
"Jun 12, 2011",14.713
"Jun 13, 2011",14.817
"Jun 14, 2011",9.006
"Jun 15, 2011",13.087
"Jun 16, 2011",14.517
"Jun 17, 2011",18.807
"Jun 18, 2011",18.784
"Jun 19, 2011",18.113
"Jun 20, 2011",13.485
"Jun 21, 2011",15.768
"Jun 22, 2011",14.93
"Jun 23, 2011",16.247
"Jun 24, 2011",17.917
"Jun 25, 2011",21.188
"Jun 26, 2011",17.625
"Jun 27, 2011",17.603
