system:time_start,LST_Day_1km
"Jan 1, 2003",-19.7
"Jan 2, 2003",-17.325
"Jan 3, 2003",-11.343
"Jan 4, 2003",-16.563
"Jan 5, 2003",-20.369
"Jan 6, 2003",-28.369
"Jan 7, 2003",-22.142
"Jan 8, 2003",-6.186
"Jan 9, 2003",-1.827
"Jan 10, 2003",-5.662
"Jan 11, 2003",-4.354
"Jan 12, 2003",-9.33
"Jan 13, 2003",-3.637
"Jan 14, 2003",-6.594
"Jan 15, 2003",
"Jan 16, 2003",
"Jan 17, 2003",-3.374
"Jan 18, 2003",-1.204
"Jan 19, 2003",-11.012
"Jan 20, 2003",0.096
"Jan 21, 2003",0.204
"Jan 22, 2003",-3.979
"Jan 23, 2003",-8.403
"Jan 24, 2003",-3.611
"Jan 25, 2003",-6.622
"Jan 26, 2003",-5.42
"Jan 27, 2003",-14.971
"Jan 28, 2003",-1.726
"Jan 29, 2003",-9.122
"Jan 30, 2003",-4.64
"Jan 31, 2003",-6.98
"Feb 1, 2003",
"Feb 2, 2003",-3.165
"Feb 3, 2003",0.799
"Feb 4, 2003",-4.094
"Feb 5, 2003",-5.035
"Feb 6, 2003",-1.388
"Feb 7, 2003",-13.448
"Feb 8, 2003",1.393
"Feb 9, 2003",-13.378
"Feb 10, 2003",-5.266
"Feb 11, 2003",-3.491
"Feb 12, 2003",-4.618
"Feb 13, 2003",-3.04
"Feb 14, 2003",-3.306
"Feb 15, 2003",-4.312
"Feb 16, 2003",-8.612
"Feb 17, 2003",-4.556
"Feb 18, 2003",-3.497
"Feb 19, 2003",-3.824
"Feb 20, 2003",-2.185
"Feb 21, 2003",-3.878
"Feb 22, 2003",-4.335
"Feb 23, 2003",-14.997
"Feb 24, 2003",-1.031
"Feb 25, 2003",-3.251
"Feb 26, 2003",-0.859
"Feb 27, 2003",0.084
"Feb 28, 2003",-2.087
"Mar 1, 2003",-1.046
"Mar 2, 2003",3.244
"Mar 3, 2003",-1.694
"Mar 4, 2003",-1.267
"Mar 5, 2003",-1.991
"Mar 6, 2003",-1.809
"Mar 7, 2003",-0.323
"Mar 8, 2003",1.469
"Mar 9, 2003",-0.886
"Mar 10, 2003",-0.906
"Mar 11, 2003",0.079
"Mar 12, 2003",-4.116
"Mar 13, 2003",-13.848
"Mar 14, 2003",-10.729
"Mar 15, 2003",-6.572
"Mar 16, 2003",-3.34
"Mar 17, 2003",-2.86
"Mar 18, 2003",-8.968
"Mar 19, 2003",-9.527
"Mar 20, 2003",-11.134
"Mar 21, 2003",-9.588
"Mar 22, 2003",-7.411
"Mar 23, 2003",-7.311
"Mar 24, 2003",-4.633
"Mar 25, 2003",-5.076
"Mar 26, 2003",-1.334
"Mar 27, 2003",-1.928
"Mar 28, 2003",-0.89
"Mar 29, 2003",1.14
"Mar 30, 2003",0.659
"Mar 31, 2003",-3.46
"Apr 1, 2003",1.664
"Apr 2, 2003",1.005
"Apr 3, 2003",-0.432
"Apr 4, 2003",-3.123
"Apr 5, 2003",1.106
"Apr 6, 2003",1.656
"Apr 7, 2003",-0.304
"Apr 8, 2003",2.489
"Apr 9, 2003",1.605
"Apr 10, 2003",3.107
"Apr 11, 2003",2.709
"Apr 12, 2003",1.341
"Apr 13, 2003",2.489
"Apr 14, 2003",
"Apr 15, 2003",-0.28
"Apr 16, 2003",2.428
"Apr 17, 2003",-2.57
"Apr 18, 2003",5.969
"Apr 19, 2003",8.085
"Apr 20, 2003",-2.024
"Apr 21, 2003",-0.542
"Apr 22, 2003",7.139
"Apr 23, 2003",8.948
"Apr 24, 2003",0.481
"Apr 25, 2003",9.102
"Apr 26, 2003",8.102
"Apr 27, 2003",6.148
"Apr 28, 2003",11.022
"Apr 29, 2003",10.496
"Apr 30, 2003",13.47
"May 1, 2003",10.085
"May 2, 2003",15.077
"May 3, 2003",12.339
"May 4, 2003",3.39
"May 5, 2003",5.569
"May 6, 2003",2.816
"May 7, 2003",3.644
"May 8, 2003",-4.011
"May 9, 2003",-9.659
"May 10, 2003",9.426
"May 11, 2003",5.988
"May 12, 2003",3.852
"May 13, 2003",3.363
"May 14, 2003",6.901
"May 15, 2003",9.196
"May 16, 2003",12.191
"May 17, 2003",14.096
"May 18, 2003",9.753
"May 19, 2003",14.188
"May 20, 2003",17.671
"May 21, 2003",16.631
"May 22, 2003",14.789
"May 23, 2003",16.637
"May 24, 2003",18.158
"May 25, 2003",19.208
"May 26, 2003",4.097
"May 27, 2003",13.291
"May 28, 2003",16.909
"May 29, 2003",21.074
"May 30, 2003",23.904
"May 31, 2003",16.781
"Jun 1, 2003",12.608
"Jun 2, 2003",15.429
"Jun 3, 2003",16.772
"Jun 4, 2003",20.004
"Jun 5, 2003",12.338
"Jun 6, 2003",15.102
"Jun 7, 2003",13.358
"Jun 8, 2003",4.493
"Jun 9, 2003",13.491
"Jun 10, 2003",16.252
"Jun 11, 2003",7.076
"Jun 12, 2003",16.957
"Jun 13, 2003",23.579
"Jun 14, 2003",23.405
"Jun 15, 2003",19.246
"Jun 16, 2003",16.193
"Jun 17, 2003",15.857
"Jun 18, 2003",16.043
"Jun 19, 2003",14.835
"Jun 20, 2003",11.667
"Jun 21, 2003",11.759
"Jun 22, 2003",18.77
"Jun 23, 2003",8.458
"Jun 24, 2003",10.769
"Jun 25, 2003",15.253
"Jun 26, 2003",-9.839
"Jun 27, 2003",16.318
"Jun 28, 2003",14.032
"Jun 29, 2003",10.632
"Jun 30, 2003",15.197
"Jul 1, 2003",15.093
"Jul 2, 2003",12.221
"Jul 3, 2003",18.25
"Jul 4, 2003",14.57
"Jul 5, 2003",16.776
"Jul 6, 2003",14.905
"Jul 7, 2003",21.615
"Jul 8, 2003",26.697
"Jul 9, 2003",21.845
"Jul 10, 2003",17.913
"Jul 11, 2003",18.388
"Jul 12, 2003",19.797
"Jul 13, 2003",23.629
"Jul 14, 2003",23.867
"Jul 15, 2003",23.168
"Jul 16, 2003",15.132
"Jul 17, 2003",9.012
"Jul 18, 2003",16.528
"Jul 19, 2003",22.336
