system:time_start,LST_Day_1km
"Jan 1, 2006",-7.326
"Jan 2, 2006",-6.094
"Jan 3, 2006",-5.924
"Jan 4, 2006",-4.503
"Jan 5, 2006",-7.267
"Jan 6, 2006",-5.825
"Jan 7, 2006",-4.381
"Jan 8, 2006",-5.778
"Jan 9, 2006",-7.432
"Jan 10, 2006",-9.075
"Jan 11, 2006",-9.369
"Jan 12, 2006",-11.101
"Jan 13, 2006",-7.435
"Jan 14, 2006",-5.766
"Jan 15, 2006",-10.406
"Jan 16, 2006",-3.913
"Jan 17, 2006",-6.18
"Jan 18, 2006",-13.576
"Jan 19, 2006",-12.873
"Jan 20, 2006",-10.421
"Jan 21, 2006",-15.596
"Jan 22, 2006",-11.435
"Jan 23, 2006",-12.987
"Jan 24, 2006",-15.697
"Jan 25, 2006",-11.663
"Jan 26, 2006",-13.831
"Jan 27, 2006",-13.096
"Jan 28, 2006",-13.088
"Jan 29, 2006",-12.25
"Jan 30, 2006",-15.454
"Jan 31, 2006",-13.741
"Feb 1, 2006",-14.918
"Feb 2, 2006",-12.712
"Feb 3, 2006",-12.674
"Feb 4, 2006",-6.019
"Feb 5, 2006",-8.535
"Feb 6, 2006",-11.978
"Feb 7, 2006",-5.979
"Feb 8, 2006",-8.76
"Feb 9, 2006",-10.932
"Feb 10, 2006",-6.639
"Feb 11, 2006",-6.236
"Feb 12, 2006",-6.225
"Feb 13, 2006",-16.804
"Feb 14, 2006",-3.672
"Feb 15, 2006",-0.21
"Feb 16, 2006",-0.656
"Feb 17, 2006",-0.956
"Feb 18, 2006",-2.188
"Feb 19, 2006",-2.671
"Feb 20, 2006",-2.628
"Feb 21, 2006",-3.337
"Feb 22, 2006",-4.364
"Feb 23, 2006",-3.475
"Feb 24, 2006",
"Feb 25, 2006",-8.8
"Feb 26, 2006",-8.192
"Feb 27, 2006",-10.566
"Feb 28, 2006",-6.767
"Mar 1, 2006",-0.709
"Mar 2, 2006",-3.382
"Mar 3, 2006",-3.812
"Mar 4, 2006",-9.302
"Mar 5, 2006",-2.569
"Mar 6, 2006",-6.753
"Mar 7, 2006",-5.615
"Mar 8, 2006",-3.752
"Mar 9, 2006",-0.262
"Mar 10, 2006",-5.306
"Mar 11, 2006",-3.277
"Mar 12, 2006",-0.576
"Mar 13, 2006",0.931
"Mar 14, 2006",0.841
"Mar 15, 2006",-7.88
"Mar 16, 2006",3.378
"Mar 17, 2006",2.365
"Mar 18, 2006",0.128
"Mar 19, 2006",-5.126
"Mar 20, 2006",-8.476
"Mar 21, 2006",-4.718
"Mar 22, 2006",-1.449
"Mar 23, 2006",0.587
"Mar 24, 2006",0.127
"Mar 25, 2006",0.265
"Mar 26, 2006",2.198
"Mar 27, 2006",-14.222
"Mar 28, 2006",-3.817
"Mar 29, 2006",0.56
"Mar 30, 2006",0.154
"Mar 31, 2006",-0.162
"Apr 1, 2006",2.027
"Apr 2, 2006",
"Apr 3, 2006",5.124
"Apr 4, 2006",-2.417
"Apr 5, 2006",2.047
"Apr 6, 2006",-6.518
"Apr 7, 2006",0.354
"Apr 8, 2006",1.977
"Apr 9, 2006",3.796
"Apr 10, 2006",4.836
"Apr 11, 2006",6.641
"Apr 12, 2006",0.863
"Apr 13, 2006",-2.138
"Apr 14, 2006",-0.915
"Apr 15, 2006",-0.324
"Apr 16, 2006",-1.833
"Apr 17, 2006",-2.618
"Apr 18, 2006",-0.211
"Apr 19, 2006",-7.148
"Apr 20, 2006",-9.154
"Apr 21, 2006",2.045
"Apr 22, 2006",1.892
"Apr 23, 2006",1.959
"Apr 24, 2006",1.236
"Apr 25, 2006",-2.552
"Apr 26, 2006",-1.678
"Apr 27, 2006",-6.81
"Apr 28, 2006",-0.302
"Apr 29, 2006",1.188
"Apr 30, 2006",-3.03
"May 1, 2006",2.335
"May 2, 2006",3.543
"May 3, 2006",4.743
"May 4, 2006",-11.176
"May 5, 2006",5.856
"May 6, 2006",2.673
"May 7, 2006",-0.456
"May 8, 2006",-1.316
"May 9, 2006",7.923
"May 10, 2006",6.75
"May 11, 2006",7.889
"May 12, 2006",8.22
"May 13, 2006",-0.542
"May 14, 2006",-2.318
"May 15, 2006",9.897
"May 16, 2006",8.026
"May 17, 2006",6.683
"May 18, 2006",9.907
"May 19, 2006",9.919
"May 20, 2006",4.216
"May 21, 2006",6.172
"May 22, 2006",5.951
"May 23, 2006",9.497
"May 24, 2006",16.643
"May 25, 2006",19.106
"May 26, 2006",20.408
"May 27, 2006",20.128
"May 28, 2006",23.123
"May 29, 2006",21.674
"May 30, 2006",17.449
"May 31, 2006",0.132
"Jun 1, 2006",18.972
"Jun 2, 2006",15.921
"Jun 3, 2006",16.694
"Jun 4, 2006",18.072
"Jun 5, 2006",22.118
"Jun 6, 2006",16.975
"Jun 7, 2006",11.035
"Jun 8, 2006",3.276
"Jun 9, 2006",-5.247
"Jun 10, 2006",13.712
"Jun 11, 2006",6.166
"Jun 12, 2006",16.136
"Jun 13, 2006",16.391
"Jun 14, 2006",11.625
"Jun 15, 2006",14.091
"Jun 16, 2006",9.849
"Jun 17, 2006",13.481
"Jun 18, 2006",-2.004
"Jun 19, 2006",17.022
"Jun 20, 2006",
"Jun 21, 2006",16.122
"Jun 22, 2006",16.901
"Jun 23, 2006",13.884
"Jun 24, 2006",15.752
"Jun 25, 2006",16.312
"Jun 26, 2006",15.326
"Jun 27, 2006",15.976
"Jun 28, 2006",19.33
"Jun 29, 2006",
"Jun 30, 2006",16.509
"Jul 1, 2006",19.278
"Jul 2, 2006",18.99
"Jul 3, 2006",19.159
"Jul 4, 2006",19.896
"Jul 5, 2006",20.967
"Jul 6, 2006",17.784
"Jul 7, 2006",13.844
"Jul 8, 2006",18.361
"Jul 9, 2006",14.25
"Jul 10, 2006",15.36
"Jul 11, 2006",15.224
"Jul 12, 2006",16.591
"Jul 13, 2006",11.656
"Jul 14, 2006",11.298
"Jul 15, 2006",12.432
"Jul 16, 2006",14.485
"Jul 17, 2006",15.608
"Jul 18, 2006",-14.354
"Jul 19, 2006",13.793
"Jul 20, 2006",18.009
"Jul 21, 2006",18.039
"Jul 22, 2006",17.488
"Jul 23, 2006",18.3
"Jul 24, 2006",-5.053
"Jul 25, 2006",14.037
"Jul 26, 2006",14.324
"Jul 27, 2006",14.416
"Jul 28, 2006",17.852
"Jul 29, 2006",16.426
"Jul 30, 2006",13.86
"Jul 31, 2006",16.85
"Aug 1, 2006",13.56
"Aug 2, 2006",8.808
"Aug 3, 2006",10.962
"Aug 4, 2006",14.881
"Aug 5, 2006",14.342
"Aug 6, 2006",14.648
"Aug 7, 2006",15.345
"Aug 8, 2006",17.951
"Aug 9, 2006",13.289
"Aug 10, 2006",14.279
"Aug 11, 2006",10.435
"Aug 12, 2006",11.735
"Aug 13, 2006",12.622
"Aug 14, 2006",13.001
"Aug 15, 2006",15.816
"Aug 16, 2006",10.721
"Aug 17, 2006",15.516
"Aug 18, 2006",15.86
"Aug 19, 2006",
"Aug 20, 2006",16.893
"Aug 21, 2006",13.568
"Aug 22, 2006",
"Aug 23, 2006",-8.939
"Aug 24, 2006",12.008
"Aug 25, 2006",10.482
"Aug 26, 2006",12.604
"Aug 27, 2006",14.804
"Aug 28, 2006",11.349
"Aug 29, 2006",15.451
"Aug 30, 2006",10.855
"Aug 31, 2006",12.353
"Sep 1, 2006",11.198
"Sep 2, 2006",11.777
"Sep 3, 2006",15.819
"Sep 4, 2006",14.144
"Sep 5, 2006",16.431
"Sep 6, 2006",8.045
"Sep 7, 2006",14.3
"Sep 8, 2006",5.727
"Sep 9, 2006",4.068
"Sep 10, 2006",10.093
"Sep 11, 2006",13.406
"Sep 12, 2006",15.724
"Sep 13, 2006",-5.35
"Sep 14, 2006",10.235
"Sep 15, 2006",3.83
"Sep 16, 2006",10.705
"Sep 17, 2006",7.425
"Sep 18, 2006",7.831
"Sep 19, 2006",8.636
"Sep 20, 2006",7.328
"Sep 21, 2006",-11.847
"Sep 22, 2006",7.069
"Sep 23, 2006",10.012
"Sep 24, 2006",9.446
"Sep 25, 2006",7.371
"Sep 26, 2006",9.877
"Sep 27, 2006",7.306
"Sep 28, 2006",7.391
"Sep 29, 2006",8.269
"Sep 30, 2006",5.226
"Oct 1, 2006",2.167
"Oct 2, 2006",3.84
"Oct 3, 2006",3.63
"Oct 4, 2006",4.278
"Oct 5, 2006",-0.988
"Oct 6, 2006",6.86
"Oct 7, 2006",5.866
"Oct 8, 2006",2.471
"Oct 9, 2006",-0.388
"Oct 10, 2006",4.144
"Oct 11, 2006",6.757
"Oct 12, 2006",6.772
"Oct 13, 2006",7.979
"Oct 14, 2006",1.969
"Oct 15, 2006",4.061
"Oct 16, 2006",1.091
"Oct 17, 2006",
"Oct 18, 2006",5.666
"Oct 19, 2006",4.305
"Oct 20, 2006",4.125
"Oct 21, 2006",2.099
"Oct 22, 2006",4.184
"Oct 23, 2006",5.435
"Oct 24, 2006",0.625
"Oct 25, 2006",-1.95
"Oct 26, 2006",-1.877
"Oct 27, 2006",1.238
"Oct 28, 2006",
"Oct 29, 2006",1.211
"Oct 30, 2006",1.67
"Oct 31, 2006",2.654
"Nov 1, 2006",0.2
"Nov 2, 2006",-3.323
"Nov 3, 2006",1.824
"Nov 4, 2006",2.518
"Nov 5, 2006",-2.135
"Nov 6, 2006",-0.85
"Nov 7, 2006",-7.91
"Nov 8, 2006",-6.011
"Nov 9, 2006",-3.232
"Nov 10, 2006",-6.353
"Nov 11, 2006",-2.217
"Nov 12, 2006",-1.647
"Nov 13, 2006",-2.487
"Nov 14, 2006",-6.353
"Nov 15, 2006",-6.684
"Nov 16, 2006",-11.814
"Nov 17, 2006",-8.451
"Nov 18, 2006",-3.914
"Nov 19, 2006",-4.252
"Nov 20, 2006",-3.239
"Nov 21, 2006",-2.493
"Nov 22, 2006",-3.072
"Nov 23, 2006",-4.898
"Nov 24, 2006",-5.453
"Nov 25, 2006",0.079
"Nov 26, 2006",-8.997
"Nov 27, 2006",0.138
"Nov 28, 2006",-1.21
"Nov 29, 2006",-13.495
"Nov 30, 2006",-1.241
"Dec 1, 2006",-2.404
"Dec 2, 2006",-3.665
"Dec 3, 2006",-2.729
"Dec 4, 2006",-6.585
"Dec 5, 2006",-14.469
"Dec 6, 2006",-5.749
"Dec 7, 2006",-9.62
"Dec 8, 2006",-5.716
"Dec 9, 2006",-3.843
"Dec 10, 2006",-5.545
"Dec 11, 2006",-8.987
"Dec 12, 2006",-10.586
"Dec 13, 2006",-11.535
"Dec 14, 2006",-9.237
"Dec 15, 2006",-6.498
"Dec 16, 2006",-4.777
"Dec 17, 2006",-8.251
"Dec 18, 2006",-8.581
"Dec 19, 2006",-8.742
"Dec 20, 2006",-10.849
"Dec 21, 2006",-12.166
