system:time_start,LST_Day_1km
"Jul 1, 2004",14.275
"Jul 2, 2004",11.508
"Jul 3, 2004",15.139
"Jul 4, 2004",17.812
"Jul 5, 2004",15.868
"Jul 6, 2004",19.791
"Jul 7, 2004",18.87
"Jul 8, 2004",22.501
"Jul 9, 2004",23.44
"Jul 10, 2004",23.545
"Jul 11, 2004",24.002
"Jul 12, 2004",21.73
"Jul 13, 2004",21.756
"Jul 14, 2004",20.677
"Jul 15, 2004",17.262
"Jul 16, 2004",17.129
"Jul 17, 2004",16.017
"Jul 18, 2004",18.37
"Jul 19, 2004",16.929
"Jul 20, 2004",22.025
"Jul 21, 2004",22.033
"Jul 22, 2004",21.479
"Jul 23, 2004",16.113
"Jul 24, 2004",16.946
"Jul 25, 2004",17.327
"Jul 26, 2004",9.143
"Jul 27, 2004",3.768
"Jul 28, 2004",14.554
"Jul 29, 2004",11.849
"Jul 30, 2004",13.372
"Jul 31, 2004",15.764
"Aug 1, 2004",15.895
"Aug 2, 2004",19.101
"Aug 3, 2004",16.497
"Aug 4, 2004",13.754
"Aug 5, 2004",16.59
"Aug 6, 2004",21.275
"Aug 7, 2004",16.912
"Aug 8, 2004",19.115
"Aug 9, 2004",17.391
"Aug 10, 2004",18.631
"Aug 11, 2004",20.994
"Aug 12, 2004",15.257
"Aug 13, 2004",15.813
"Aug 14, 2004",17.069
"Aug 15, 2004",17.771
"Aug 16, 2004",21.753
"Aug 17, 2004",21.168
"Aug 18, 2004",21.75
"Aug 19, 2004",22.015
"Aug 20, 2004",18.112
"Aug 21, 2004",19.974
"Aug 22, 2004",17.274
"Aug 23, 2004",18.52
"Aug 24, 2004",19.703
"Aug 25, 2004",17.311
"Aug 26, 2004",16.755
"Aug 27, 2004",14.304
"Aug 28, 2004",11.926
"Aug 29, 2004",12.126
"Aug 30, 2004",12.854
"Aug 31, 2004",11.354
"Sep 1, 2004",8.913
"Sep 2, 2004",13.09
"Sep 3, 2004",11.426
"Sep 4, 2004",10.787
"Sep 5, 2004",9.964
"Sep 6, 2004",13.197
"Sep 7, 2004",13.332
"Sep 8, 2004",12.475
"Sep 9, 2004",10.178
"Sep 10, 2004",9.855
"Sep 11, 2004",8.916
"Sep 12, 2004",9.35
"Sep 13, 2004",7.989
"Sep 14, 2004",7.766
"Sep 15, 2004",6.622
"Sep 16, 2004",7.04
"Sep 17, 2004",5.989
"Sep 18, 2004",1.362
"Sep 19, 2004",-0.044
"Sep 20, 2004",4.958
"Sep 21, 2004",3.766
"Sep 22, 2004",4.694
"Sep 23, 2004",3.612
"Sep 24, 2004",3.462
"Sep 25, 2004",3.631
"Sep 26, 2004",1.688
"Sep 27, 2004",0.445
"Sep 28, 2004",-0.971
"Sep 29, 2004",1.591
"Sep 30, 2004",-0.318
"Oct 1, 2004",2.459
"Oct 2, 2004",2.542
"Oct 3, 2004",0.072
"Oct 4, 2004",0.984
"Oct 5, 2004",2.411
"Oct 6, 2004",1.231
"Oct 7, 2004",-0.202
"Oct 8, 2004",-0.558
"Oct 9, 2004",-7.895
"Oct 10, 2004",4.039
"Oct 11, 2004",-1.827
"Oct 12, 2004",4.846
"Oct 13, 2004",3.498
"Oct 14, 2004",2.287
"Oct 15, 2004",-2.848
"Oct 16, 2004",0.023
"Oct 17, 2004",-0.36
"Oct 18, 2004",-8.092
"Oct 19, 2004",3.047
"Oct 20, 2004",-1.237
"Oct 21, 2004",-3.829
"Oct 22, 2004",-7.037
"Oct 23, 2004",-9.127
"Oct 24, 2004",-2.546
"Oct 25, 2004",-8.181
"Oct 26, 2004",-3.621
"Oct 27, 2004",-3.309
"Oct 28, 2004",-5.122
"Oct 29, 2004",-4.219
"Oct 30, 2004",-9.021
"Oct 31, 2004",-9.857
"Nov 1, 2004",-12.68
"Nov 2, 2004",-16.516
"Nov 3, 2004",-11.645
"Nov 4, 2004",-13.391
"Nov 5, 2004",-17.215
"Nov 6, 2004",-18.076
"Nov 7, 2004",-16.392
"Nov 8, 2004",-13.938
"Nov 9, 2004",-12.552
"Nov 10, 2004",-9.923
"Nov 11, 2004",-5.506
"Nov 12, 2004",-10.024
"Nov 13, 2004",-7.697
"Nov 14, 2004",-7.051
"Nov 15, 2004",-8.758
"Nov 16, 2004",-10.259
"Nov 17, 2004",-13.806
"Nov 18, 2004",-9.513
"Nov 19, 2004",-6.154
"Nov 20, 2004",-3.759
"Nov 21, 2004",-11.253
"Nov 22, 2004",-4.95
"Nov 23, 2004",-10.505
"Nov 24, 2004",-12.356
"Nov 25, 2004",-11.183
"Nov 26, 2004",-6.061
"Nov 27, 2004",-4.914
"Nov 28, 2004",-6.544
"Nov 29, 2004",-7.302
"Nov 30, 2004",-6.637
"Dec 1, 2004",-7.206
"Dec 2, 2004",-9.835
"Dec 3, 2004",-12.208
"Dec 4, 2004",-18.333
"Dec 5, 2004",-18.601
"Dec 6, 2004",-16.789
"Dec 7, 2004",-13.013
"Dec 8, 2004",-18.056
"Dec 9, 2004",-20.012
"Dec 10, 2004",-15.863
"Dec 11, 2004",-12.808
"Dec 12, 2004",-10.846
"Dec 13, 2004",-11.49
"Dec 14, 2004",-13.712
"Dec 15, 2004",-16.571
"Dec 16, 2004",-12.22
"Dec 17, 2004",-9.426
"Dec 18, 2004",-9.773
"Dec 19, 2004",-17.973
"Dec 20, 2004",-17.718
"Dec 21, 2004",-14.832
"Dec 22, 2004",-11.501
"Dec 23, 2004",-26.05
"Dec 24, 2004",-22.994
"Dec 25, 2004",-18.137
"Dec 26, 2004",-10.466
"Dec 27, 2004",-11.431
"Dec 28, 2004",-14.418
"Dec 29, 2004",-17.776
"Dec 30, 2004",-17.33
