system:time_start,LST_Day_1km
"Jan 1, 2002",-10.915
"Jan 2, 2002",-13.246
"Jan 3, 2002",-13.952
"Jan 4, 2002",-14.851
"Jan 5, 2002",-16.778
"Jan 6, 2002",-14.696
"Jan 7, 2002",-16.197
"Jan 8, 2002",-14.929
"Jan 9, 2002",-10.015
"Jan 10, 2002",-19.694
"Jan 11, 2002",-20.334
"Jan 12, 2002",-20.428
"Jan 13, 2002",-15.952
"Jan 14, 2002",-10.257
"Jan 15, 2002",-5.251
"Jan 16, 2002",-11.39
"Jan 17, 2002",-4.032
"Jan 18, 2002",-10.261
"Jan 19, 2002",-15.371
"Jan 20, 2002",-14.268
"Jan 21, 2002",-19.304
"Jan 22, 2002",-23.711
"Jan 23, 2002",-24.662
"Jan 24, 2002",-26.174
"Jan 25, 2002",-25.681
"Jan 26, 2002",-21.738
"Jan 27, 2002",-17.459
"Jan 28, 2002",-19.631
"Jan 29, 2002",-13.384
"Jan 30, 2002",-18.229
"Jan 31, 2002",-15.101
"Feb 1, 2002",-13.356
"Feb 2, 2002",-12.848
"Feb 3, 2002",-13.586
"Feb 4, 2002",-15.236
"Feb 5, 2002",-13.409
"Feb 6, 2002",-16.005
"Feb 7, 2002",-19.798
"Feb 8, 2002",-22.237
"Feb 9, 2002",-18.862
"Feb 10, 2002",-21.16
"Feb 11, 2002",-14.283
"Feb 12, 2002",-18.191
"Feb 13, 2002",-17.193
"Feb 14, 2002",-14.302
"Feb 15, 2002",-18.012
"Feb 16, 2002",-18.195
"Feb 17, 2002",-17.139
"Feb 18, 2002",-16.731
"Feb 19, 2002",-18.468
"Feb 20, 2002",-19.231
"Feb 21, 2002",-18.254
"Feb 22, 2002",-15.267
"Feb 23, 2002",-9.099
"Feb 24, 2002",-12.871
"Feb 25, 2002",-8.789
"Feb 26, 2002",-4.464
"Feb 27, 2002",-8.602
"Feb 28, 2002",-6.596
"Mar 1, 2002",-11.485
"Mar 2, 2002",-9.173
"Mar 3, 2002",-10.371
"Mar 4, 2002",-11.392
"Mar 5, 2002",-13.484
"Mar 6, 2002",-12.756
"Mar 7, 2002",-12.399
"Mar 8, 2002",-10.184
"Mar 9, 2002",-11.274
"Mar 10, 2002",-13.573
"Mar 11, 2002",-11.948
"Mar 12, 2002",-12.42
"Mar 13, 2002",-13.598
"Mar 14, 2002",-11.011
"Mar 15, 2002",-8.184
"Mar 16, 2002",-9.027
"Mar 17, 2002",-2.881
"Mar 18, 2002",-5.478
"Mar 19, 2002",
"Mar 28, 2002",
"Mar 29, 2002",-9.255
"Mar 30, 2002",-10.209
"Mar 31, 2002",-9.383
"Apr 1, 2002",-7.848
"Apr 2, 2002",-5.65
"Apr 3, 2002",-4.642
"Apr 4, 2002",-4.591
"Apr 5, 2002",-2.811
"Apr 6, 2002",-1.212
"Apr 7, 2002",-3.242
"Apr 8, 2002",-4.538
"Apr 9, 2002",-5.328
"Apr 10, 2002",-6.595
"Apr 11, 2002",-8.241
"Apr 12, 2002",-6.441
"Apr 13, 2002",-6.745
"Apr 14, 2002",
"Apr 16, 2002",-5.226
"Apr 17, 2002",-5.612
"Apr 18, 2002",-3.272
"Apr 19, 2002",-11.764
"Apr 20, 2002",-1.076
"Apr 21, 2002",-3.244
"Apr 22, 2002",-3.976
"Apr 23, 2002",-2.621
"Apr 24, 2002",-0.904
"Apr 25, 2002",-4.139
"Apr 26, 2002",-1.826
"Apr 27, 2002",2.167
"Apr 28, 2002",2.248
"Apr 29, 2002",2.42
"Apr 30, 2002",2.043
"May 1, 2002",0.924
"May 2, 2002",-0.032
"May 3, 2002",0.529
"May 4, 2002",0.392
"May 5, 2002",-0.298
"May 6, 2002",-5.633
"May 7, 2002",-1.238
"May 8, 2002",-2.173
"May 9, 2002",1.437
"May 10, 2002",0.386
"May 11, 2002",2.356
"May 12, 2002",6.146
"May 13, 2002",7.77
"May 14, 2002",9.267
"May 15, 2002",11.244
"May 16, 2002",9.68
"May 17, 2002",11.779
"May 18, 2002",12.437
"May 19, 2002",13.431
"May 20, 2002",15.909
"May 21, 2002",15.76
"May 22, 2002",16.379
"May 23, 2002",12.721
"May 24, 2002",15.779
"May 25, 2002",17.501
"May 26, 2002",15.988
"May 27, 2002",15.348
"May 28, 2002",17.213
"May 29, 2002",20.106
"May 30, 2002",15.942
"May 31, 2002",10.644
"Jun 1, 2002",11.5
"Jun 2, 2002",11.077
"Jun 3, 2002",14.279
"Jun 4, 2002",17.445
"Jun 5, 2002",16.838
"Jun 6, 2002",16.378
"Jun 7, 2002",14.66
"Jun 8, 2002",11.707
"Jun 9, 2002",9.301
"Jun 10, 2002",14.201
"Jun 11, 2002",15.223
"Jun 12, 2002",14.896
"Jun 13, 2002",17.113
"Jun 14, 2002",19.614
"Jun 15, 2002",21.93
"Jun 16, 2002",23.98
"Jun 17, 2002",23.779
"Jun 18, 2002",20.642
"Jun 19, 2002",12.502
"Jun 20, 2002",17.568
"Jun 21, 2002",19.181
"Jun 22, 2002",18.367
"Jun 23, 2002",20.552
"Jun 24, 2002",19.482
"Jun 25, 2002",19.859
"Jun 26, 2002",18.036
"Jun 27, 2002",18.891
"Jun 28, 2002",18.481
"Jun 29, 2002",18.067
"Jun 30, 2002",18.922
"Jul 1, 2002",12.366
"Jul 2, 2002",18
"Jul 3, 2002",12.643
"Jul 4, 2002",13.568
"Jul 5, 2002",19.365
"Jul 6, 2002",18.053
"Jul 7, 2002",14.113
"Jul 8, 2002",14.591
"Jul 9, 2002",15.824
"Jul 10, 2002",15.921
"Jul 11, 2002",19.076
"Jul 12, 2002",11.635
"Jul 13, 2002",11.29
"Jul 14, 2002",13.657
"Jul 15, 2002",13.499
"Jul 16, 2002",19.965
"Jul 17, 2002",21.713
"Jul 18, 2002",24.736
"Jul 19, 2002",14.166
"Jul 20, 2002",17.129
"Jul 21, 2002",13.09
"Jul 22, 2002",17.851
"Jul 23, 2002",20.324
"Jul 24, 2002",13.81
"Jul 25, 2002",11.438
"Jul 26, 2002",13.332
"Jul 27, 2002",10.659
"Jul 28, 2002",16.144
"Jul 29, 2002",19.463
"Jul 30, 2002",19.955
"Jul 31, 2002",21.795
"Aug 1, 2002",22.004
"Aug 2, 2002",22.7
"Aug 3, 2002",24.792
"Aug 4, 2002",22.388
"Aug 5, 2002",17.312
"Aug 6, 2002",21.328
"Aug 7, 2002",19.899
"Aug 8, 2002",15.872
"Aug 9, 2002",12.926
"Aug 10, 2002",17.122
"Aug 11, 2002",18.412
"Aug 12, 2002",17.847
"Aug 13, 2002",15.121
"Aug 14, 2002",13.825
"Aug 15, 2002",12.195
"Aug 16, 2002",13.86
"Aug 17, 2002",14.977
"Aug 18, 2002",13.462
"Aug 19, 2002",13.046
"Aug 20, 2002",8.929
"Aug 21, 2002",16.115
"Aug 22, 2002",13.298
"Aug 23, 2002",14.149
"Aug 24, 2002",12.868
"Aug 25, 2002",13.024
"Aug 26, 2002",14.166
"Aug 27, 2002",15.993
"Aug 28, 2002",13.783
"Aug 29, 2002",12.525
"Aug 30, 2002",11.783
"Aug 31, 2002",8.355
"Sep 1, 2002",12.059
"Sep 2, 2002",12.598
"Sep 3, 2002",11.06
"Sep 4, 2002",11.099
"Sep 5, 2002",10.007
"Sep 6, 2002",9.58
"Sep 7, 2002",7.487
"Sep 8, 2002",9.49
"Sep 9, 2002",9.355
"Sep 10, 2002",7.92
"Sep 11, 2002",4.871
"Sep 12, 2002",7.289
"Sep 13, 2002",8.788
"Sep 14, 2002",5.636
"Sep 15, 2002",8.808
"Sep 16, 2002",5.909
"Sep 17, 2002",10.21
"Sep 18, 2002",7.624
"Sep 19, 2002",4.704
"Sep 20, 2002",6.934
"Sep 21, 2002",8.291
"Sep 22, 2002",7.928
"Sep 23, 2002",5.581
"Sep 24, 2002",13.94
"Sep 25, 2002",7.127
"Sep 26, 2002",4.429
"Sep 27, 2002",0.611
"Sep 28, 2002",4.34
"Sep 29, 2002",4.232
"Sep 30, 2002",5.155
"Oct 1, 2002",7.474
"Oct 2, 2002",3.67
"Oct 3, 2002",2.167
"Oct 4, 2002",-1.006
"Oct 5, 2002",-5.241
"Oct 6, 2002",-0.326
"Oct 7, 2002",0.902
