system:time_start,LST_Day_1km
"Jan 1, 2011",-12.16
"Jan 2, 2011",-13.002
"Jan 3, 2011",-11.818
"Jan 4, 2011",-10.613
"Jan 5, 2011",-11.438
"Jan 6, 2011",-13.921
"Jan 7, 2011",-13.458
"Jan 8, 2011",-11.986
"Jan 9, 2011",-11.746
"Jan 10, 2011",-10.807
"Jan 11, 2011",-10.173
"Jan 12, 2011",-14.389
"Jan 13, 2011",-17.699
"Jan 14, 2011",-21.513
"Jan 15, 2011",-23.747
"Jan 16, 2011",-25.456
"Jan 17, 2011",-25.061
"Jan 18, 2011",-22.661
"Jan 19, 2011",-21.443
"Jan 20, 2011",-15.57
"Jan 21, 2011",-16.174
"Jan 22, 2011",-23.741
"Jan 23, 2011",-20.877
"Jan 24, 2011",-14.464
"Jan 25, 2011",-11.742
"Jan 26, 2011",-17.087
"Jan 27, 2011",-13.413
"Jan 28, 2011",-14.428
"Jan 29, 2011",-15.521
"Jan 30, 2011",-13.413
"Jan 31, 2011",-13.321
"Feb 1, 2011",-12.233
"Feb 2, 2011",-13.972
"Feb 3, 2011",-13.777
"Feb 4, 2011",-15.582
"Feb 5, 2011",-13.932
"Feb 6, 2011",-13.214
"Feb 7, 2011",-11.199
"Feb 8, 2011",-16.348
"Feb 9, 2011",-9.955
"Feb 10, 2011",-20.281
"Feb 11, 2011",-21.731
"Feb 12, 2011",-22.524
"Feb 13, 2011",-23.866
"Feb 14, 2011",-20.559
"Feb 15, 2011",-18.873
"Feb 16, 2011",-16.019
"Feb 17, 2011",-11.774
"Feb 18, 2011",-13.39
"Feb 19, 2011",-18.495
"Feb 20, 2011",-9.591
"Feb 21, 2011",-12.359
"Feb 22, 2011",-17.016
"Feb 23, 2011",-15.935
"Feb 24, 2011",-10.574
"Feb 25, 2011",-9.586
"Feb 26, 2011",-16.095
"Feb 27, 2011",-15.413
"Feb 28, 2011",-13.462
"Mar 1, 2011",-13.124
"Mar 2, 2011",-12.197
"Mar 3, 2011",-14.409
"Mar 4, 2011",-15.696
"Mar 5, 2011",-14.704
"Mar 6, 2011",-9.832
"Mar 7, 2011",-8.249
"Mar 8, 2011",-9.366
"Mar 9, 2011",-9.882
"Mar 10, 2011",-11.937
"Mar 11, 2011",-12.173
"Mar 12, 2011",-11.395
"Mar 13, 2011",-12.196
"Mar 14, 2011",-11.826
"Mar 15, 2011",-11.632
"Mar 16, 2011",-9.41
"Mar 17, 2011",-10.391
"Mar 18, 2011",-5.688
"Mar 19, 2011",-5.125
"Mar 20, 2011",-6.977
"Mar 21, 2011",-9.274
